,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,wine_type
1272,Villa Blanche Marselan 2017,France,Pays d'Oc,Calmel & Joseph,3.9,146,6.77,2017,tinto
1273,Bolgheri Rosso 2018,Italy,Bolgheri,Le Macchiole,4.0,146,21.24,2018,tinto
1274,Organic Shiraz 2017,Australia,South Australia,Farm Hand,3.8,146,7.69,2017,tinto
1275,Bramare Marchiori Vineyard Malbec 2017,Argentina,Mendoza,Viña Cobos,4.6,146,74.99,2017,tinto
1276,Les Terrasses de Saint Christophe Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Tour Saint-Christophe,4.0,146,18.5,2016,tinto
1277,Fetească Neagră 2017,Romania,Dealurile Olteniei,La Cetate,3.8,146,13.5,2017,tinto
1278,Añares Crianza Rioja 2017,Spain,Rioja,Bodegas Olarra,3.6,146,5.79,2017,tinto
1279,Za Inspiraciju Vrhunsko Plavac Mali Barrique 2015,Croatia,Srednja I Juzna Dalmacija,Stina,4.0,146,18.9,2015,tinto
1280,Sfursat di Valtellina 2014,Italy,Sforzato della Valtellina,Aldo Rainoldi,4.1,146,29.05,2014,tinto
1281,Poggio alle Mura Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Banfi,4.2,146,73.62,2010,tinto
1282,Lote D Syrah 2015,Chile,Colchagua Valley,Polkura,3.9,146,19.3,2015,tinto
1283,Ultra Malbec 2017,Argentina,Mendoza,Kaiken,4.0,146,16.09,2017,tinto
1284,Cabernet Sauvignon 2017,South Africa,Stellenbosch,Lanzerac,4.0,146,12.5,2017,tinto
1285,Roccardo Langhe Nebbiolo 2017,Italy,Langhe,Rocche Costamagna,4.0,146,14.9,2017,tinto
1286,Reserva Tannat 2014,Brazil,Serra Gaúcha,Don Guerino,3.5,146,13.6,2014,tinto
1287,Vineyard Selection Shiraz 2017,South Africa,Stellenbosch,Kleine Zalze,4.0,146,14.9,2017,tinto
1288,Pessac-Léognan (Grand Cru Classé de Graves) 1999,France,Pessac-Léognan,Château de Fieuzal,3.9,146,51.23,1999,tinto
1289,Medalla Real (Gran Reserva) Cabernet Sauvignon 2016,Chile,Maipo Valley,Santa Rita,3.6,1461,13.15,2016,tinto
1290,Margaux (Grand Cru Classé) 2005,France,Margaux,Château Lascombes,4.4,1464,127.95,2005,tinto
1291,Prazo de Roriz Douro 2016,Portugal,Douro,Prats & Symington (P+S),3.9,1467,9.5,2016,tinto
1292,The Octavius Old Vine Shiraz 2013,Australia,Barossa Valley,Yalumba,4.2,147,117.2,2013,tinto
1293,Killerman's Run Shiraz - Grenache 2010,Australia,Clare Valley,Kilikanoon,3.7,147,14.8,2010,tinto
1294,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2012,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.5,147,116.0,2012,tinto
1295,Amstramgram L'Epicurius 2018,France,Pays d'Oc,Calmel & Joseph,3.8,147,7.75,2018,tinto
1296,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Bouscaut,4.0,147,48.79,2016,tinto
1297,Angelin Langhe Nebbiolo 2018,Italy,Langhe,Negro Angelo,3.7,147,12.9,2018,tinto
1298,Cuvée Frangin Red 2014,United States,Columbia Valley,Betz Family Winery,4.1,147,42.09,2014,tinto
1299,Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Ducru-Beaucaillou,4.6,147,192.56,2015,tinto
1300,Pagodes de Cos 2015,France,Saint-Estèphe,Cos d'Estournel,4.1,147,56.54,2015,tinto
1301,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Lalande de Gravet,3.9,147,30.65,2015,tinto
1302,Cabernet Sauvignon 2016,Chile,Colchagua Valley,Ravanal,3.1,147,6.95,2016,tinto
1303,Chai Mas Rouge 2017,France,Pays d'Oc,Paul Mas,3.6,147,7.19,2017,tinto
1304,Da'Divas Pinot Noir 2010,Brazil,Encruzilhada do Sul,Lidio Carraro,3.2,147,14.5,2010,tinto
1305,Montagne Saint-Émilion 2016,France,Montagne-Saint-Émilion,Vieux Château Palon,4.0,147,27.29,2016,tinto
1306,Veneto Alzero Cabernet 2004,Italy,Veneto,Quintarelli Giuseppe,4.6,147,383.15,2004,tinto
1307,La Chapelle de La Mission Haut-Brion Pessac-Léognan 2015,France,Pessac-Léognan,Château La Mission Haut-Brion,4.3,147,136.24,2015,tinto
1308,Ribera del Duero Roble 2018,Spain,Ribera del Duero,Vega Real,3.6,147,12.7,2018,tinto
1309,Gorú 2018,Spain,Jumilla,EGO,3.8,1470,6.9,2018,tinto
1310,Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Pontet-Canet,4.5,1473,199.95,2005,tinto
1311,Nero d'Avola 2018,Italy,Terre Siciliane,Cusumano,3.8,1475,8.5,2018,tinto
1312,Côte-Rôtie Brune & Blonde de Guigal 2015,France,Côte-Rôtie,E. Guigal,4.2,1476,43.77,2015,tinto
1313,The Blend 2015,Chile,Colchagua Valley,Primus,3.8,1479,13.95,2015,tinto
1314,Saint-Julien (Grand Cru Classé) 2014,France,Saint-Julien,Château Léoville Las Cases,4.4,148,174.49,2014,tinto
1315,Grézan Faugères Rouge 2016,France,Faugères,Famille Cros Pujol,3.6,148,9.95,2016,tinto
1316,Inedito 2018,Italy,Toscana,Terre del Marchesato,3.8,148,13.5,2018,tinto
1317,Finca La Emperatriz Reserva 2014,Spain,Rioja Alta,Finca La Emperatriz,3.9,148,16.9,2014,tinto
1318,Old Vine Zinfandel 2018,Italy,Puglia,Red Fire,3.5,148,7.75,2018,tinto
1319,Conde de Valdemar Gran Reserva 2011,Spain,Rioja,Bodegas Valdemar,3.9,148,19.98,2011,tinto
1320,1 Uno Primitivo di Manduria Riserva 2016,Italy,Primitivo di Manduria,Masseria La Volpe,4.3,148,14.18,2016,tinto
1321,Gemola 2013,Italy,Colli Euganei,Vignalta,4.1,148,31.19,2013,tinto
1322,Pieve Santa Restituta Rennina Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Gaja,4.5,148,129.0,2013,tinto
1323,5 Finques (Fincas) Reserva 2016,Spain,Empordà,Castillo Perelada,4.0,148,13.85,2016,tinto
1324,Pinot Noir 2015,New Zealand,Waipara,Main Divide,3.8,148,21.5,2015,tinto
1325,Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Campo alle Comete,4.3,148,43.77,2015,tinto
1326,Saint-Estèphe 2005,France,Saint-Estèphe,Château Petit Bocq,4.0,148,39.95,2005,tinto
1327,Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,Cordero di Montezemolo,3.9,148,14.54,2018,tinto
1328,Les Terrasses Velles Vinyes Priorat 2016,Spain,Priorat,Álvaro Palacios,4.2,1482,28.71,2016,tinto
1329,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Casanova di Neri,4.4,1483,44.52,2014,tinto
1330,Crozes-Hermitage Les Meysonniers 2017,France,Crozes-Hermitage,M. Chapoutier,3.9,1486,22.22,2017,tinto
1331,Valpolicella 2017,Italy,Valpolicella,Tommasi,3.5,1487,9.16,2017,tinto
1332,Tenuta Nuova Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Casanova di Neri,4.4,1488,75.18,2011,tinto
1333,Single Vineyard Tempranillo 2016,Spain,La Mancha,Volver,4.0,1489,15.7,2016,tinto
1334,Single Vineyard Release St. Andrews Cabernet Sauvignon 2016,Australia,Clare Valley,Taylors / Wakefield,4.0,149,21.82,2016,tinto
1335,Crianza 2016,Spain,Rioja Alta,Tarón,3.6,149,8.99,2016,tinto
1336,Saint-Émilion Grand Cru (Grand Cru Classé) 2007,France,Saint-Émilion Grand Cru,Château Destieux,3.9,149,53.92,2007,tinto
1337,Vosne-Romanée 2014,France,Vosne-Romanée,Domaine Arnoux-Lachaux,4.0,149,91.77,2014,tinto
1338,Gevrey-Chambertin Vieilles Vignes 2016,France,Gevrey-Chambertin,Frédéric Magnien,4.1,149,46.79,2016,tinto
1339,Lalande-de-Pomerol 2016,France,Lalande-de-Pomerol,Château de Bel-Air,3.9,149,29.15,2016,tinto
1340,Pinotage 2018,South Africa,Stellenbosch,Zonnebloem,3.7,149,8.29,2018,tinto
1341,Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Poggio di Sotto,4.7,149,270.63,2010,tinto
1342,Pino Doncel Vintage 2014,Spain,Jumilla,Bleda,3.6,149,5.99,2014,tinto
1343,Ses Nines Selecció 07/9 2016,Spain,Binissalem-Mallorca,Tianna Negre,4.0,149,19.99,2016,tinto
1344,Valley Oaks Cabernet Sauvignon 2018,United States,California,Fetzer,3.7,149,8.53,2018,tinto
1345,Pomerol 2005,France,Pomerol,Château Le Gay,4.5,149,189.95,2005,tinto
1346,Sorì Tildìn (Barbaresco) Langhe 2013,Italy,Langhe,Gaja,4.5,149,450.0,2013,tinto
1347,Toscana Rosso 2018,Italy,Toscana,Altesino,3.9,149,11.0,2018,tinto
1348,Lagrein 2017,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,149,13.4,2017,tinto
1349,Lu Rappaio Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Masca del Tacco,4.2,1490,11.95,2017,tinto
1350,Riscal Tempranillo 2017,Spain,Castilla y León,Marqués de Riscal,3.4,1491,7.45,2017,tinto
1351,Albe Barolo 2015,Italy,Barolo,G.D. Vajra,3.9,1494,50.67,2015,tinto
1352,Châteauneuf-du-Pape 2009,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,1497,95.53,2009,tinto
1353,Domaine de Valmoissine Pinot Noir 2016,France,Var,Louis Latour,3.8,1498,11.89,2016,tinto
1354,Chianti Classico 2016,Italy,Chianti Classico,Casaloste,3.8,150,16.95,2016,tinto
1355,Tenuta Sant'Alfonso Chianti Classico 2017,Italy,Chianti Classico,Rocca delle Macìe,3.8,150,13.55,2017,tinto
1356,Anté Barbera d'Asti Superiore 2017,Italy,Barbera d'Asti,Tenimenti Ca'Bianca,3.8,150,6.95,2017,tinto
1357,Via Edetana Tinto 2017,Spain,Terra Alta,Edetària,3.9,150,13.15,2017,tinto
1358,Toscana Brunito 2018,Italy,Toscana,Cantina di Montalcino,3.7,150,8.9,2018,tinto
1359,Le Lucére Brunello di Montalcino 2011,Italy,Brunello di Montalcino,San Filippo,4.2,150,48.45,2011,tinto
1360,Paso a Paso Tempranillo 2018,Spain,Castilla,Volver,3.6,150,6.97,2018,tinto
1361,Collectors Reserve The Promenade Pinotage 2017,South Africa,Cape Town,Durbanville Hills,4.2,150,19.99,2017,tinto
1362,Brunello di Montalcino Vigneto Manachiara 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.2,150,91.25,2012,tinto
1363,J² Gau-Odernheimer Spätburgunder 2017,Germany,Rheinhessen,Becker Landgraf,4.0,150,12.19,2017,tinto
1364,Corbières 2016,France,Corbières,Château d’Aussières,3.8,150,25.16,2016,tinto
1365,Givry 1er Cru Clos du 'Cellier Aux Moines' 2014,France,Givry 1er Cru 'Cellier aux Moines',Domaine Thénard,4.1,150,27.04,2014,tinto
1366,R de Romaneira 2016,Portugal,Douro,Quinta da Romaneira,3.8,150,11.35,2016,tinto
1367,Castel Firmian Lagrein Riserva 2016,Italy,Trentino,Mezzacorona,3.9,150,10.91,2016,tinto
1368,Pomerol 2012,France,Pomerol,Château La Grave (Trigant de Boisset),4.1,150,48.54,2012,tinto
1369,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,150,159.0,2009,tinto
1370,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.4,150,115.0,2012,tinto
1371,Riposato Rosso Veneto 2013,Italy,Veneto,Corte Giona,3.7,150,7.48,2013,tinto
1372,Villa Donoratico Bolgheri 2016,Italy,Bolgheri,Tenuta Argentiera,4.1,1500,18.4,2016,tinto
1373,Alexander (The Great) 2015,Spain,Ribera del Duero,Casa Rojo,4.1,1504,27.25,2015,tinto
1374,Reserva Cabernet Sauvignon (Classic) 2018,Chile,Colchagua Valley,Montes,3.7,1506,6.34,2018,tinto
1375,Sergio Zingarelli Chianti Classico Gran Selezione 2013,Italy,Chianti Classico,Rocca delle Macìe,4.0,151,58.39,2013,tinto
1376,Pomerol 2012,France,Pomerol,Château Certan de May,4.3,151,95.53,2012,tinto
1377,Series M 2016,South Africa,Paarl,Vilafonté,4.4,151,57.07,2016,tinto
1378,Grans Muralles 2011,Spain,Conca de Barberà,Torres,4.4,151,79.0,2011,tinto
1379,Sir 2013,Turkey,Thrace,Suvla,3.9,151,25.0,2013,tinto
1380,Crianza 2015,Spain,Valencia,Finca Enguera,3.7,151,5.5,2015,tinto
1381,Tinto 2013,Spain,Dominio de Valdepusa,Lesegut,3.6,151,9.4,2013,tinto
1382,Brunello di Montalcino Riserva 2006,Italy,Brunello di Montalcino,Biondi-Santi,4.4,151,476.67,2006,tinto
1383,Château du Rocher Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Baron de Montfort,3.2,151,17.95,2011,tinto
1384,Viña Arana Reserva 2012,Spain,Rioja,La Rioja Alta,4.0,151,18.99,2012,tinto
1385,Chianti Pontormo 2018,Italy,Chianti,Castelli del Grevepesa,3.7,151,8.49,2018,tinto
1386,Pinot Noir 2016,Israel,Galilee,Yarden,3.9,151,27.71,2016,tinto
1387,Crozes-Hermitage Rouge 2017,France,Crozes-Hermitage,E. Guigal,3.8,151,17.81,2017,tinto
1388,Coteaux Bourguignons 2016,France,Coteaux Bourguignons,Joseph Drouhin,3.6,151,11.31,2016,tinto
1389,Merlot 2016,South Africa,Western Cape,Fleur du Cap,3.6,151,9.9,2016,tinto
1390,Reserva 2014,Spain,Rioja,Altos Ibéricos,3.9,151,11.48,2014,tinto
1391,Puro Grape Selection Malbec 2016,Argentina,Mendoza,Dieter Meier,4.2,151,32.9,2016,tinto
1392,Reserva Rioja 2014,Spain,Rioja,Lan,3.8,151,12.45,2014,tinto
1393,Margaux (Grand Cru Classé) 2008,France,Margaux,Château Giscours,4.1,1514,75.0,2008,tinto
1394,Gorú 2017,Spain,Jumilla,EGO,3.9,1515,6.7,2017,tinto
1395,La Segreta Il Rosso 2016,Italy,Sicilia,Planeta,3.5,1516,7.59,2016,tinto
1396,Primitivo Salento Pilùna 2017,Italy,Salento,Castello Monaci,3.9,1517,6.9,2017,tinto
1397,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,1517,79.0,2016,tinto
1398,Pinot Nero Fuchsleiten 2017,Italy,Südtirol - Alto Adige,Pfitscher,3.6,152,15.28,2017,tinto
1399,Anticaia Salice Salentino Riserva 2016,Italy,Salice Salentino,San Donaci,4.0,152,6.9,2016,tinto
1400,Roda Reserva Rioja 2016,Spain,Rioja,Bodegas Roda,3.9,152,25.9,2016,tinto
1401,Talò Negroamaro 2018,Italy,Salento,San Marzano,3.8,152,9.89,2018,tinto
1402,The Gimblett 2013,New Zealand,Gimblett Gravels,Trinity Hill,3.8,152,31.5,2013,tinto
1403,Rocca Guicciarda Chianti Classico Riserva 2017,Italy,Chianti Classico,Ricasoli,3.8,152,16.9,2017,tinto
1404,Pinot Noir 2018,New Zealand,Marlborough,Mount Riley,3.7,152,11.6,2018,tinto
1405,Mavum Corvina - Cabernet Sauvignon 2015,Italy,Veneto,Maurizio B Martino MBM,3.6,152,7.19,2015,tinto
1406,Fantini Collection Red Blend 2016,Italy,Ortona,Farnese,3.8,152,9.39,2016,tinto
1407,Villa Romanu Tinto 2015,Portugal,Alentejano,Herdade do Perdigão,3.4,152,6.43,2015,tinto
1408,Pannobile 2016,Austria,Burgenland,Heinrich,3.7,152,22.71,2016,tinto
1409,Solaz Shiraz - Tempranillo 2018,Spain,Castilla,Osborne,3.6,152,5.81,2018,tinto
1410,The Coppermine Road Cabernet Sauvignon 2013,Australia,McLaren Vale,d'Arenberg,3.8,152,47.98,2013,tinto
1411,Ars In Vitro 2012,Spain,Navarra,Bodega Tandem,3.5,152,8.49,2012,tinto
1412,Fronsac 2007,France,Fronsac,Château Moulin Haut-Laroque,3.8,152,19.45,2007,tinto
1413,Legítimo 2016,Portugal,Douro,Conceito,3.7,152,12.9,2016,tinto
1414,Altos R Pigeage 2010,Spain,Rioja,Altos de Rioja,4.2,152,33.0,2010,tinto
1415,Pinotage 2016,South Africa,Stellenbosch,Laibach,4.0,152,15.26,2016,tinto
1416,Spätburgunder 2015,Germany,Baden,Fritz Waßmer,3.7,152,6.0,2015,tinto
1417,Lamùri Nero d'Avola Regaleali 2017,Italy,Terre Siciliane,Tasca d'Almerita,3.7,1520,10.45,2017,tinto
1418,Cabernet Sauvignon 2018,United States,California,Dark Horse,3.7,1521,7.36,2018,tinto
1419,Moulis-en-Médoc 2005,France,Moulis-en-Médoc,Château Chasse-Spleen,4.1,1528,48.95,2005,tinto
1420,Grand Terroir Pic Saint Loup Syrah - Grenache - Mourvedre 2018,France,Pic-Saint-Loup,Gérard Bertrand,3.8,153,12.99,2018,tinto
1421,Pomerol 2015,France,Pomerol,Château Lafleur-Gazin,4.2,153,45.5,2015,tinto
1422,Châteauneuf-du-Pape Boisrenard 2016,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4.4,153,59.0,2016,tinto
1423,Ripa della Volta Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Ottella,4.3,153,37.9,2015,tinto
1424,Moulis-en-Médoc 2013,France,Moulis-en-Médoc,Château Dutruch Grand Poujeaux,3.7,153,17.35,2013,tinto
1425,Nero d'Avola Sicilia 2018,Italy,Sicilia,Feudo Arancio,3.6,153,6.25,2018,tinto
1426,Cameron Vale Cabernet Sauvignon 2016,Australia,Barossa,Grant Burge,3.6,153,17.45,2016,tinto
1427,Pomerol 2014,France,Pomerol,Château Latour à Pomerol,4.1,153,103.42,2014,tinto
1428,Valpolicella Ripasso Classico Superiore 2008,Italy,Valpolicella Ripasso,Le Ragose,3.9,153,9.56,2008,tinto
1429,Sabbie di Sopra al Bosco 2013,Italy,Terre del Volturno,Nanni Copé,3.9,153,32.14,2013,tinto
1430,Merlot - Corvina 2016,Italy,Veneto,Corte Giara,3.4,153,6.45,2016,tinto
1431,Sodale Merlot 2016,Italy,Lazio,Falesco,3.8,153,19.39,2016,tinto
1432,RS Spätburgunder 2014,Germany,Baden,Salwey,3.6,153,19.95,2014,tinto
1433,Seaward Pinotage 2017,South Africa,Coastal Region,Spier,3.7,153,13.55,2017,tinto
1434,Pinot Noir 2016,United States,Russian River Valley,MacMurray,3.9,1532,27.32,2016,tinto
1435,Cos d'Estournel 2008,France,Saint-Estèphe,Cos d'Estournel,4.4,1534,165.0,2008,tinto
1436,Rosso 2017,Italy,Terre Siciliane,Corvo,3.7,1536,6.58,2017,tinto
1437,Cos d'Estournel 2007,France,Saint-Estèphe,Cos d'Estournel,4.3,1539,129.0,2007,tinto
1438,Shymer Syrah - Merlot 2015,Italy,Terre Siciliane,Baglio di Pianetto,3.8,154,10.63,2015,tinto
1439,Médoc 2015,France,Médoc,Château Clos du Moulin,3.7,154,13.8,2015,tinto
1440,Cabernet Sauvignon 2015,Argentina,Tupungato,Altosur,3.5,154,8.49,2015,tinto
1441,Castillo Ygay Gran Reserva Especial Tinto 2010,Spain,Rioja,Marqués de Murrieta,4.1,154,98.95,2010,tinto
1442,Barbera d'Asti La Crena 2016,Italy,Barbera d'Asti,Vietti,4.2,154,36.9,2016,tinto
1443,Barolo 2016,Italy,Barolo,Prunotto,4.2,154,39.95,2016,tinto
1444,Cabernet Sauvignon 2016,United States,Monterey,Craftwork,3.9,154,14.99,2016,tinto
1445,Morandina Valpolicella 2017,Italy,Valpolicella,Prà,3.6,154,14.9,2017,tinto
1446,Goulée by Cos d’Estournel 2005,France,Médoc,Cos d'Estournel,3.7,154,39.95,2005,tinto
1447,Kai Carmenère 2015,Chile,Aconcagua Valley,Errazuriz,4.3,154,125.74,2015,tinto
1448,Saint-Émilion Baron Carl 2015,France,Saint-Émilion,Baron Philippe de Rothschild,4.0,154,25.13,2015,tinto
1449,Les Gravières Chinon 2017,France,Chinon,Couly-Dutheil,3.5,154,12.49,2017,tinto
1450,Bandol 2014,France,Bandol,Château Pradeaux,3.9,154,26.95,2014,tinto
1451,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Pavie,4.2,154,269.1,2013,tinto
1452,Barrancas Vineyards Alta Syrah 2014,Argentina,Mendoza,Pascual Toso,4.3,154,34.54,2014,tinto
1453,The Butcher Blaufränkisch 2018,Austria,Burgenland,Schwarz,3.9,154,25.5,2018,tinto
1454,Finca Muñoz Limited Release Barrel Aged 2015,Spain,Castilla,Munoz,3.9,154,6.99,2015,tinto
1455,Reserva Carmenère 2015,Chile,Colchagua Valley,TerraNoble,3.6,154,9.9,2015,tinto
1456,Cabernet Sauvignon 2015,South Africa,Paarl,Plaisir de Merle,4.0,154,14.49,2015,tinto
1457,Barolo Castiglione 2013,Italy,Barolo,Vietti,4.1,1541,43.55,2013,tinto
1458,Ribera del Duero Red 2014,Spain,Ribera del Duero,Montecastro,4.0,1542,47.77,2014,tinto
1459,Big John Cuvée Reserve 2017,Austria,Burgenland,Scheiblhofer,4.2,1546,19.2,2017,tinto
1460,Barolo Villero 2011,Italy,Barolo,Giacomo Fenocchio,4.2,155,35.84,2011,tinto
1461,6 Meses Roble Tempranillo 2018,Spain,La Mancha,Finca La Estacada,3.6,155,7.36,2018,tinto
1462,Garnacha Viñas Viejas 2015,Spain,Valdejalón,Botijo Rojo,3.7,155,12.62,2015,tinto
1463,Clos Fontà Priorat 2014,Spain,Priorat,Mas d'en Gil,4.3,155,60.41,2014,tinto
1464,Cirerets 2016,Spain,Priorat,Bodegas Mas Alta,4.1,155,38.8,2016,tinto
1465,Cèdre Héritage Malbec 2016,France,Cahors,Château du Cèdre,3.6,155,8.4,2016,tinto
1466,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,France,Saint-Émilion Grand Cru,Château La Couspaude,4.3,155,125.74,2000,tinto
1467,Chianti Classico Riserva Il Poggio 2013,Italy,Chianti Classico,Castello di Monsanto,4.0,155,42.63,2013,tinto
1468,Valdeorras Mencia Gaba do Xil 2017,Spain,Valdeorras,Telmo Rodriguez,3.4,155,9.95,2017,tinto
1469,Vertunno Chianti dei Colli Senesi Riserva 2013,Italy,Chianti Colli Senesi,Panizzi,3.8,155,12.14,2013,tinto
1470,Adrianna Vineyard Fortuna Terrae Malbec 2015,Argentina,Mendoza,Catena Zapata,4.5,155,89.9,2015,tinto
1471,Emeritvs (Emeritus) 2011,Spain,Dominio de Valdepusa,Marqués de Griñon,4.2,155,68.0,2011,tinto
1472,Signatures Single Vineyard Collection Malbec 2017,South Africa,Wellington,Doolhof Wine Estate,3.9,155,17.5,2017,tinto
1473,Cabernet Sauvignon 2016,Australia,Barossa Valley,Schild Estate,3.9,155,15.9,2016,tinto
1474,Lafóa Cabernet Sauvignon 2015,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),4.3,155,58.0,2015,tinto
1475,Edición Limitada M 2015,Chile,Colchagua Valley,Caliterra,3.9,155,16.27,2015,tinto
1476,Moulis 2012,France,Moulis-en-Médoc,Château Branas Grand Poujeaux,4.1,156,37.9,2012,tinto
1477,Portrait Cabernet Sauvignon 2016,Australia,Barossa,Peter Lehmann,3.7,156,9.6,2016,tinto
1478,Saint-Amour 2017,France,Saint-Amour,Terres Dorées,3.8,156,18.5,2017,tinto
1479,Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Léoville Las Cases,4.6,156,238.83,2015,tinto
1480,Single Valley Lot Gran Reserva Carmenère 2018,Chile,Colchagua Valley,Valdivieso,3.8,156,14.57,2018,tinto
1481,Saint-Estèphe 2013,France,Saint-Estèphe,Château Le Boscq,3.7,156,28.9,2013,tinto
1482,MUAC 2015,Spain,Mallorca,Terra de Falanis,3.6,156,10.95,2015,tinto
1483,Cellar Selection Cabernet Sauvignon 2018,South Africa,Stellenbosch,Kleine Zalze,3.3,156,10.95,2018,tinto
1484,Vürsù Barolo Campè 2010,Italy,Barolo,La Spinetta,4.3,156,97.38,2010,tinto
1485,Dedicato a Walter Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Poggio Al Tesoro,4.5,156,89.0,2015,tinto
1486,Benchmark Cabernet Sauvignon 2017,Australia,South Australia,Grant Burge,3.4,156,8.5,2017,tinto
1487,Terroir du Trias Bandol Rouge 2014,France,Bandol,Domaine de Terrebrune,4.0,156,32.9,2014,tinto
1488,Tributo Syrah 2012,Chile,Colchagua Valley,Caliterra,3.7,156,10.71,2012,tinto
1489,Rouge 2008,France,Côtes Catalanes,Domaine de l'Horizon,3.8,156,40.16,2008,tinto
1490,Valpolicella Ripasso Superiore 2014,Italy,Valpolicella Ripasso,Casa Vinicola Bennati,3.8,156,14.31,2014,tinto
1491,Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Château de Bel-Air,3.9,156,28.83,2015,tinto
1492,Walking Tree Cabernet Sauvignon 2013,United States,Alexander Valley,Geyser Peak,3.7,156,21.0,2013,tinto
1493,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Cheval Blanc,4.5,156,592.4,2014,tinto
1494,Sito Moresco Langhe 2016,Italy,Langhe,Gaja,4.1,1561,41.9,2016,tinto
1495,Pinot Noir 2015,New Zealand,South Island,Kim Crawford,3.6,1565,15.9,2015,tinto
1496,Rouge (Gaston Hochar) 2002,Lebanon,Bekaa Valley,Château Musar,4.2,1566,35.04,2002,tinto
1497,Lytton Springs 2016,United States,Dry Creek Valley,Ridge Vineyards,4.2,1568,41.85,2016,tinto
1498,Malbec Estate 2017,Argentina,Calchaqui Valley,Colomé,4.0,1568,15.03,2017,tinto
1499,Nobile di Montepulciano 2015,Italy,Vino Nobile di Montepulciano,Salcheto,3.9,1569,17.3,2015,tinto
1500,Pinot Noir 2016,Germany,Baden,Heitlinger,3.7,157,12.49,2016,tinto
1501,Castel Firmian Nerofino 2016,Italy,Trentino,Mezzacorona,3.8,157,6.95,2016,tinto
1502,Cartagho 2017,Italy,Terre Siciliane,Mandrarossa,3.7,157,13.47,2017,tinto
1503,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Pindefleurs,4.2,157,30.95,2016,tinto
1504,Reserva Cabernet Sauvignon 2018,Chile,Colchagua Valley,Caliterra,3.4,157,6.99,2018,tinto
