,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,wine_type
7008,Rouge 2017,South Africa,Stellenbosch,Alto Estate,3.7,644,14.5,2017,tinto
7009,Cabernet Sauvignon 2017,United States,California,Woodhaven,4.0,644,7.95,2017,tinto
7010,Barbera d'Alba Sovrana 2017,Italy,Barbera d'Alba,Batasiolo,4.0,644,8.89,2017,tinto
7011,Pessac-Léognan (Grand Cru Classé de Graves) 2008,France,Pessac-Léognan,Château de Fieuzal,4.0,645,39.95,2008,tinto
7012,Vinum Italicum No 3 Opera 2017,Italy,Veneto,Tinazzi,4.2,646,19.95,2017,tinto
7013,FAY Cabernet Sauvignon 2015,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,646,156.17,2015,tinto
7014,Haut-Médoc (Grand Cru Classé) 2014,France,Haut-Médoc,Château de Camensac,3.7,647,28.9,2014,tinto
7015,S.L.V. Cabernet Sauvignon 2013,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,648,179.0,2013,tinto
7016,Grange 2009,Australia,South Australia,Penfolds,4.6,648,730.12,2009,tinto
7017,Cabernet Sauvignon 2014,South Africa,Stellenbosch,Kanonkop,4.2,648,30.5,2014,tinto
7018,Caro 2016,Argentina,Mendoza,Caro (Catena and Rothschild),4.2,649,50.0,2016,tinto
7019,Ink 2017,Austria,Neusiedlersee,Judith Beck,3.7,649,9.9,2017,tinto
7020,Château d'Ampuis Côte-Rôtie 2015,France,Côte-Rôtie,E. Guigal,4.2,649,99.0,2015,tinto
7021,Pinot Noir 2017,South Africa,Elgin,Iona,3.7,65,19.9,2017,tinto
7022,Cuvée Apanage Côtes de Bourg 2015,France,Côtes de Bourg,Château Puybarbe,3.8,65,11.95,2015,tinto
7023,Picarios 2016,Spain,Yecla,Castaño,3.3,65,17.55,2016,tinto
7024,Parcela 23 Tempranillo 2017,Spain,Castilla,Finca Constancia,3.5,65,8.99,2017,tinto
7025,Valtellina Superiore Fracia 2015,Italy,Valtellina Superiore,Nino Negri,3.8,65,18.97,2015,tinto
7026,Chianti 2016,Italy,Chianti,Montellori,3.6,65,8.99,2016,tinto
7027,Merlot 2016,Italy,Südtirol - Alto Adige,Tramin,3.7,65,8.6,2016,tinto
7028,Poetry Cabernet Sauvignon 2019,South Africa,Western Cape,Flagstone,3.7,65,8.95,2019,tinto
7029,Touriga Nacional 2017,Portugal,Douro,Quinta da Romaneira,4.3,65,32.3,2017,tinto
7030,Frontier Cabernet Sauvignon 2018,South Africa,Stellenbosch,Guardian Peak,3.5,65,9.9,2018,tinto
7031,La Parrazal 2009,France,Côtes du Tarn,Comte de Thun,3.6,65,15.0,2009,tinto
7032,Acinipo 2013,Spain,Sierras de Málaga,F. Schatz,4.1,65,19.0,2013,tinto
7033,Brunello di Montalcino 2015,Italy,Toscana,Uccelliera,4.2,65,58.1,2015,tinto
7034,Brunello di Montalcino 2011,Italy,Brunello di Montalcino,San Filippo,4.1,65,33.9,2011,tinto
7035,Barolo Ravera 2015,Italy,Barolo,G.D. Vajra,4.1,65,74.75,2015,tinto
7036,Refosco dal Peduncolo Rosso 2016,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,65,17.9,2016,tinto
7037,Costalago Rosso Veronese 2018,Italy,Rosso Veronese,Zeni,3.9,65,8.9,2018,tinto
7038,Cabrida Old Vines Garnacha 2015,Spain,Montsant,Capçanes,4.0,65,37.04,2015,tinto
7039,Serpico 2013,Italy,Irpinia,Feudi di San Gregorio,3.9,65,52.5,2013,tinto
7040,Perenzo 2011,Italy,Maremma Toscana,Fattoria di Magliano,3.7,65,24.88,2011,tinto
7041,Rasteau Vieilles Vignes 2016,France,Rasteau,Tardieu-Laurent,3.7,65,20.47,2016,tinto
7042,Vive Malbec 2019,Argentina,Mendoza,Alta Vista,3.6,65,9.5,2019,tinto
7043,Langhe Dolcetto 2018,Italy,Dolcetto d'Alba,Mauro Molino,3.4,65,9.26,2018,tinto
7044,Colle Secco Montepulciano d'Abruzzo Rubino 2016,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.8,65,9.75,2016,tinto
7045,Les Terroirs Vieux Carignan 2018,France,Hérault,Calmel & Joseph,3.5,65,8.7,2018,tinto
7046,Modri Pinot 2012,Slovenia,Štajerska,Dveri Pax,3.9,65,14.5,2012,tinto
7047,Rioja Crianza 2016,Spain,Rioja,El Meson,3.8,65,7.7,2016,tinto
7048,Cuvée Giro Rot 2015,Germany,Rheinhessen,Kühling-Gillot,3.7,65,12.49,2015,tinto
7049,Hill Side 2016,Austria,Burgenland,Leo Hillinger,4.0,65,15.9,2016,tinto
7050,Montepulciano d'Abruzzo Il Fondatore 2018,Italy,Montepulciano d'Abruzzo,Epicuro,3.4,65,6.88,2018,tinto
7051,Kleine Rust Pinotage - Shiraz 2018,South Africa,Stellenbosch,Stellenrust,3.5,65,6.88,2018,tinto
7052,Poggio a'Frati Chianti Classico Riserva 2015,Italy,Chianti Classico,Rocca di Castagnoli,3.8,65,21.5,2015,tinto
7053,Desiderio Merlot 2016,Italy,Cortona,Avignonesi,4.0,65,43.51,2016,tinto
7054,Brauneberger Klostergarten Pinot Noir*** 2009,Germany,Mosel,Markus Molitor,4.0,65,88.95,2009,tinto
7055,Per Sempre Syrah Toscana 2015,Italy,Toscana,Tua Rita,4.2,65,154.23,2015,tinto
7056,Kaliber 12 Spätburgunder 2016,Germany,Rheinhessen,Adams,3.5,65,11.0,2016,tinto
7057,Le Clos Rouge Crozes-Hermitage 2011,France,Crozes-Hermitage,Delas,4.0,65,39.9,2011,tinto
7058,Kleiner Schwarzer 2017,Germany,Pfalz,Weingut Metzger,3.8,65,10.67,2017,tinto
7059,Etna Rosso 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,650,14.9,2018,tinto
7060,Montepulciano D'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Zonin,3.5,650,6.41,2018,tinto
7061,Margaux (Grand Cru Classé) 2008,France,Margaux,Château Cantenac Brown,4.1,651,68.55,2008,tinto
7062,Castillon - Côtes de Bordeaux 2015,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4.0,651,32.36,2015,tinto
7063,Las Mulas Reserva Carmenère 2017,Chile,Central Valley,Miguel Torres,3.7,651,9.65,2017,tinto
7064,Pinotage 2018,South Africa,Durbanville,Diemersdal,4.0,651,11.75,2018,tinto
7065,Church Block Cabernet Sauvignon - Shiraz - Merlot 2015,Australia,McLaren Vale,Wirra Wirra,3.8,651,19.49,2015,tinto
7066,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4.2,651,38.0,2016,tinto
7067,Red 2015,Austria,Burgenland,Heinrich,3.5,652,8.75,2015,tinto
7068,Zinfandel 2017,United States,California,Robert Mondavi Private Selection,3.9,652,13.82,2017,tinto
7069,Moreccio Bolgheri 2016,Italy,Bolgheri,Casa di Terra,3.8,653,14.63,2016,tinto
7070,Margaux 2015,France,Margaux,Château La Tour de Mons,3.9,653,25.24,2015,tinto
7071,Due Lune Nerello Mascalese - Nero d'Avola 2017,Italy,Terre Siciliane,Cellaro,4.2,654,15.89,2017,tinto
7072,120 Merlot 2016,Chile,Central Valley,Santa Rita,3.2,654,6.77,2016,tinto
7073,Saint-Estèphe 2014,France,Saint-Estèphe,Château Haut-Beauséjour,3.9,654,27.71,2014,tinto
7074,Il Bacialé Monferrato Rosso 2014,Italy,Monferrato,Braida,3.7,655,15.4,2014,tinto
7075,Wallace (Shiraz - Grenache) 2016,Australia,Barossa Valley,Glaetzer,3.8,655,19.99,2016,tinto
7076,Barbera d'Asti Camp du Rouss 2016,Italy,Barbera d'Asti,Coppo,4.0,655,18.97,2016,tinto
7077,Reserva 2013,Spain,Valdepeñas,Señorio de Los Llanos,3.3,657,4.95,2013,tinto
7078,Saint-Estèphe (Grand Cru Classé) 2010,France,Saint-Estèphe,Château Montrose,4.4,657,279.0,2010,tinto
7079,Sperss Langhe 2011,Italy,Langhe,Gaja,4.5,657,212.43,2011,tinto
7080,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Podere Brizio,4.2,657,42.0,2013,tinto
7081,Garnacha 2018,Spain,Rioja,La Maldita,3.6,657,8.7,2018,tinto
7082,Mourvèdre 2017,France,Pays d'Oc,Les Jamelles,3.8,657,6.33,2017,tinto
7083,Zinfandel 2017,United States,California,Dark Horse,3.6,659,6.31,2017,tinto
7084,Crianza 2014,Spain,Rioja,Don Sebastian,3.2,66,23.4,2014,tinto
7085,La Segreta Il Rosso 2018,Italy,Sicilia,Planeta,3.5,66,7.66,2018,tinto
7086,Bacca Nera 2018,Italy,Veneto,Corte Figaretto,3.8,66,8.5,2018,tinto
7087,Lillovè Cannonau di Sardegna 2018,Italy,Cannonau di Sardegna,Gabbas,3.6,66,10.9,2018,tinto
7088,Shiraz 2017,South Africa,Coastal Region,Fairview,3.9,66,17.9,2017,tinto
7089,Chianti Colli Senesi Riserva 2015,Italy,Chianti Colli Senesi,Poderi del Paradiso,4.1,66,15.3,2015,tinto
7090,Rioja Reserva 2013,Spain,Rioja,Viña Bujanda,3.8,66,10.15,2013,tinto
7091,Villa Mura Bardolino 2015,Italy,Bardolino,Sartori,2.8,66,7.32,2015,tinto
7092,Beef & Liberty Malbec 2019,Argentina,Mendoza,The Beefsteak Club,3.6,66,8.41,2019,tinto
7093,Ripa della Volta Valpolicella Ripasso 2016,Italy,Valpolicella Ripasso,Ottella,4.1,66,20.27,2016,tinto
7094,Grès de Montpellier 2016,France,Languedoc,Mas des Mas,3.8,66,16.47,2016,tinto
7095,Te Muna Aroha 2014,New Zealand,Martinborough,Craggy Range,4.3,66,85.27,2014,tinto
7096,Haideboden Frauenkirchner 2016,Austria,Burgenland,Umathum,3.9,66,25.5,2016,tinto
7097,Cabernet Sauvignon - Merlot 2016,South Africa,Paarl,Rupert & Rothschild,4.1,66,16.9,2016,tinto
7098,Stibadium Nero di Troia 2013,Italy,San Severo,Coppadoro,3.9,66,25.1,2013,tinto
7099,Extra Libre 2017,France,Cahors,Château du Cèdre,3.7,66,16.9,2017,tinto
7100,Borgo Thaulero Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Casal Thaulero,3.8,66,4.45,2018,tinto
7101,Heideboden Rot 2017,Austria,Burgenland,Claus Preisinger,4.1,66,15.75,2017,tinto
7102,Pinot Noir 2016,New Zealand,Marlborough,Te Whare Ra,3.8,66,29.95,2016,tinto
7103,Noon Eclipse 2011,Australia,South Australia,Noon,4.1,66,68.9,2011,tinto
7104,L'Arcione 2010,Italy,Colli Orientali del Friuli,La Tunella,4.0,66,28.26,2010,tinto
7105,Barolo Bussia Cicala 2015,Italy,Barolo,Aldo Conterno,4.4,66,129.01,2015,tinto
7106,El Abuelo de Piqueras Crianza 2017,Spain,Almansa,Bodegas Piqueras,4.0,66,6.75,2017,tinto
7107,Hermitage Monier de la Sizeranne 2003,France,Hermitage,M. Chapoutier,4.2,66,62.95,2003,tinto
7108,Mar i Muntanya 2014,France,Côtes Catalanes,Domaine de l'Horizon,3.6,66,9.25,2014,tinto
7109,Cabernet Sauvignon 2018,Chile,Colchagua Valley,Montes Alpha,3.7,66,12.95,2018,tinto
7110,Bachgart Blauburgunder 2014,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.7,66,42.9,2014,tinto
7111,Les Carlines Terrasses du Larzac 2013,France,Terrasses du Larzac,Mas Haut-Buis,3.6,66,9.0,2013,tinto
7112,Zinfandel 2014,United States,Monterey,Craftwork,3.6,66,14.99,2014,tinto
7113,Tete de Cuvée Pinot Noir 2013,South Africa,Walker Bay,Bouchard Finlayson,4.3,66,95.0,2013,tinto
7114,Crianza (Selección Crianza) 2014,Spain,Campo de Borja,Borsao,3.9,660,8.85,2014,tinto
7115,Gran Reserva Merlot 2015,Chile,Maipo Valley,Carmen,3.7,660,12.6,2015,tinto
7116,Salice Salentino Riserva 2016,Italy,Salice Salentino,Il Tauro,3.6,661,6.3,2016,tinto
7117,Haut-Médoc 2015,France,Haut-Médoc,Château Lanessan,3.6,661,16.9,2015,tinto
7118,Barbera d'Alba Tre Vigne 2017,Italy,Barbera d'Alba,Vietti,3.9,662,16.9,2017,tinto
7119,Lourens River Valley 2009,South Africa,Stellenbosch,Morgenster Estate,4.1,662,19.45,2009,tinto
7120,Cabernet Sauvignon 2015,United States,Columbia Valley,Chateau Ste. Michelle,3.8,6629,13.57,2015,tinto
7121,Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Pierrail,3.9,664,13.5,2016,tinto
7122,Barco Reale di Carmignano 2016,Italy,Barco Reale di Carmignano,Capezzana,3.7,664,9.9,2016,tinto
7123,Cabernet Sauvignon 2018,Chile,Colchagua Valley,Los Vascos,3.6,666,9.4,2018,tinto
7124,Crianza 2015,Spain,Rioja,Altos Ibéricos,3.8,6662,27.9,2015,tinto
7125,Tempranillo 2012,Spain,Rioja,Rolland & Galarreta 'R&G',3.9,667,12.53,2012,tinto
7126,Margaux 2005,France,Margaux,Château Labégorce,4.0,667,57.95,2005,tinto
7127,Aconcagua Valley 2014,Chile,Aconcagua Valley,Sena,4.4,667,112.1,2014,tinto
7128,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Poggio San Polo,3.9,667,17.06,2015,tinto
7129,Castello di Brolio Gran Selezione Chianti Classico 2015,Italy,Chianti Classico,Ricasoli,4.2,668,37.9,2015,tinto
7130,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Argiano,3.8,668,14.45,2015,tinto
7131,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Brane-Cantenac,4.1,669,58.44,2014,tinto
7132,Diamond Label Shiraz 2017,Australia,South Australia,Rosemount,3.4,669,9.26,2017,tinto
7133,Nuits-Saint-Georges Vieilles Vignes 2012,France,Nuits-Saint-Georges,Maison Roche de Bellene,4.0,67,43.0,2012,tinto
7134,Clos Triguedina Malbec 2016,France,Cahors,Jean-Luc Baldès,3.8,67,24.95,2016,tinto
7135,Rioja Crianza 2015,Spain,Rioja,Marques de Mundaiz,3.7,67,8.0,2015,tinto
7136,Pinot Noir 2017,Israel,Galilee,Yarden,3.9,67,26.21,2017,tinto
7137,Cuvée Bertrand 2015,Austria,Niederösterreich,Schloss Gobelsburg,3.6,67,13.43,2015,tinto
7138,Vale da Mata Tinto 2016,Portugal,Lisboa,Herdade do Rocim,3.9,67,11.48,2016,tinto
7139,Sélection Spéciale Grenache - Syrah - Mourvèdre 2017,France,Pays d'Oc,Les Jamelles,3.8,67,13.37,2017,tinto
7140,Toscana Rosso 2017,Italy,Toscana,Ricasoli,3.2,67,7.75,2017,tinto
7141,Les Capitelles Costières de Nîmes Rouge 2015,France,Costières-de-Nîmes,Château Mourgues du Grès,3.9,67,16.9,2015,tinto
7142,Oak Cask Syrah 2018,Argentina,Mendoza,Trapiche,3.8,67,7.96,2018,tinto
7143,More 2015,Italy,delle Venezie,Collavini,4.0,67,12.99,2015,tinto
7144,Merlot - Cabernet Sauvignon Buzet 2015,France,Buzet,Lionel Osmin & Cie,3.4,67,8.9,2015,tinto
7145,Santa Cruz de Artazu 2015,Spain,Navarra,Artadi,3.9,67,28.95,2015,tinto
7146,Sud Primitivo di Manduria 2018,Italy,Primitivo di Manduria,San Marzano,3.9,67,6.99,2018,tinto
7147,Brunello di Montalcino Riserva 2012,Italy,Brunello di Montalcino,Poggio Antico,4.4,67,99.53,2012,tinto
7148,Brunello di Montalcino Vigna di Fiore 2011,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,67,55.19,2011,tinto
7149,Saint-Estephe de Calon-Ségur 2014,France,Saint-Estèphe,Château Calon-Ségur,3.6,67,28.83,2014,tinto
7150,Pomerol 2012,France,Pomerol,Château Prieurs de la Commanderie,4.2,67,33.9,2012,tinto
7151,Niccolò V Colli di Luni Rosso 2015,Italy,Colli di Luni,Lvnae,3.5,67,15.65,2015,tinto
7152,Côtes de Gascogne Tannat - Merlot 2018,France,Côtes de Gascogne,Horgelus,3.8,67,6.09,2018,tinto
7153,Pegaso Barrancos de Pizarra 2013,Spain,Castilla y León,Telmo Rodriguez,3.9,67,28.5,2013,tinto
7154,Tempranillo 2018,Spain,Rioja Alta,Tarón,3.3,67,5.76,2018,tinto
7155,Ca'Marcanda Bolgheri 2016,Italy,Bolgheri,Gaja,4.2,67,120.0,2016,tinto
7156,Syrah 2017,Chile,Central Valley,Carmen,3.6,67,6.75,2017,tinto
7157,Random Unexpected Red 2016,Chile,Colchagua Valley,Polkura,3.3,67,14.13,2016,tinto
7158,Manastir 2017,Turkey,Southeastern Anatolia,Shiluh,4.0,67,13.6,2017,tinto
7159,Vignaricco 2010,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,3.9,67,22.99,2010,tinto
7160,Dolcetto d'Alba 2013,Italy,Dolcetto d'Alba,Giacomo Fenocchio,3.5,67,9.6,2013,tinto
7161,Réserve Bordeaux Rouge 2016,France,Bordeaux,Château Tour de Mirambeau,3.6,67,9.9,2016,tinto
7162,Sicilia Nero d'Avola 2017,Italy,Terre Siciliane,Antonini Ceresa,3.5,67,5.5,2017,tinto
7163,Brauneberger Mandelgraben Pinot Noir 2013,Germany,Mosel,Markus Molitor,3.9,67,29.95,2013,tinto
7164,Spätburgunder 2018,Germany,Ahr,Meyer - Näkel,3.6,67,13.83,2018,tinto
7165,Saint-Émilion Grand Cru 2012,France,Saint-Émilion Grand Cru,Château La Fleur de Jaugue,4.1,67,18.8,2012,tinto
7166,Buzzard Kloof Syrah 2017,South Africa,Stellenbosch,Rustenberg,4.2,67,18.42,2017,tinto
7167,Castel Firmian Teroldego Rotaliano 2018,Italy,Teroldego Rotaliano,Mezzacorona,3.6,67,7.58,2018,tinto
7168,Webb 2012,South Africa,Stellenbosch,Neil Ellis,4.3,67,75.0,2012,tinto
7169,The GSM 2017,South Africa,Stellenbosch,Simonsig,3.1,67,9.65,2017,tinto
7170,Saracena Primitivo 2018,Italy,Primitivo di Manduria,Masseria Borgo dei Trulli,4.1,67,11.95,2018,tinto
7171,Vitus Spätburgunder 2014,Germany,Baden,Heger,3.7,67,14.95,2014,tinto
7172,Toscana Mediterra 2018,Italy,Toscana,Poggio Al Tesoro,3.8,67,12.9,2018,tinto
7173,Pomerol 2015,France,Pomerol,Château Le Bon Pasteur,3.9,67,89.95,2015,tinto
7174,Fiulot Barbera d'Asti 2018,Italy,Barbera d'Asti,Prunotto,3.7,670,11.48,2018,tinto
7175,Vinsobres Les Cornuds 2015,France,Vinsobres,Famille Perrin,3.7,670,11.9,2015,tinto
7176,Malbec 2019,Argentina,Mendoza,Alamos,3.7,671,7.31,2019,tinto
7177,Terroir D'Altitude Syrah 2017,France,Languedoc-Roussillon,Fortant,3.8,671,8.71,2017,tinto
7178,Alentejano Tinto 2014,Portugal,Alentejano,Monte do Pintor,3.9,671,16.38,2014,tinto
7179,Crianza (Selección Crianza) 2015,Spain,Campo de Borja,Borsao,3.9,671,11.95,2015,tinto
7180,Tignanello 2016,Italy,Toscana,Antinori,4.6,6711,109.0,2016,tinto
7181,Keyneton Euphonium 2014,Australia,Eden Valley,Henschke,4.3,672,59.74,2014,tinto
7182,Vertigo 2017,Italy,delle Venezie,Livio Felluga,3.7,672,13.95,2017,tinto
7183,Ribera del Duero Crianza 2017,Spain,Ribera del Duero,Arzuaga,4.1,673,21.33,2017,tinto
7184,Incógnito 2014,Portugal,Alentejano,Cortes de Cima,4.5,674,67.26,2014,tinto
7185,Saint-Georges Saint-Émilion 2014,France,Saint-Georges-Saint-Émilion,Château Cap d’Or,3.7,675,24.32,2014,tinto
7186,Cos d'Estournel 2009,France,Saint-Estèphe,Cos d'Estournel,4.6,675,390.0,2009,tinto
7187,Castillon - Côtes de Bordeaux 2011,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,3.8,676,29.39,2011,tinto
7188,Rioja Viñedos de Altura 2015,Spain,Rioja,Ramón Bilbao,3.8,676,13.57,2015,tinto
7189,Asinone Vino Nobile di Montepulciano 2015,Italy,Vino Nobile di Montepulciano,Poliziano,4.3,676,41.43,2015,tinto
7190,Costera 2017,Italy,Cannonau di Sardegna,Argiolas,3.8,676,8.1,2017,tinto
7191,Tenuta Guado al Tasso Cont'Ugo Bolgheri 2016,Italy,Bolgheri,Antinori,4.3,677,37.85,2016,tinto
7192,Luces Shiraz - Tempranillo - Cabernet Sauvignon Somontano 2016,Spain,Somontano,Viñas del Vero,3.3,677,5.75,2016,tinto
7193,Pauillac (Grand Cru Classé) 2006,France,Pauillac,Château Duhart-Milon,4.2,678,118.9,2006,tinto
7194,Sela Rioja 2016,Spain,Rioja,Bodegas Roda,3.9,678,17.25,2016,tinto
7195,Saint-Estèphe (Grand Cru Classé) 2011,France,Saint-Estèphe,Château Lafon-Rochet,3.8,678,54.7,2011,tinto
7196,Appassimento 2015,Italy,Puglia,Conte di Campiano,4.0,6780,6.57,2015,tinto
7197,Pinotage 2017,South Africa,Stellenbosch,Kanonkop,4.1,679,28.9,2017,tinto
7198,Alanera Rosso Veronese 2015,Italy,Rosso Veronese,Zenato,3.8,679,8.68,2015,tinto
7199,La Sirène de Giscours Margaux 2015,France,Margaux,Château Giscours,4.1,679,35.0,2015,tinto
7200,Adobe Merlot (Reserva) 2017,Chile,Rapel Valley,Emiliana,3.6,679,8.45,2017,tinto
7201,Campania Aglianico 2016,Italy,Campania,Rocca del Dragone,4.2,68,8.95,2016,tinto
7202,Tempranillo 2019,Spain,Uclés,Mesta,3.4,68,5.95,2019,tinto
7203,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,San Filippo,4.1,68,43.65,2012,tinto
7204,Pecan Stream Pebble Hill 2017,South Africa,Stellenbosch,Waterford Estate,3.5,68,12.2,2017,tinto
7205,L'Ancely Languedoc La Clape 2014,France,La Clape,Château la Négly,4.3,68,57.51,2014,tinto
7206,Gigondas Valbelle 2011,France,Gigondas,Château de Saint Cosme,4.3,68,46.0,2011,tinto
7207,Dimonios Riserva Cannonau di Sardegna 2016,Italy,Cannonau di Sardegna,Sella & Mosca,3.8,68,13.57,2016,tinto
7208,Pomerol 2007,France,Pomerol,Château Certan Marzelle,3.9,68,49.0,2007,tinto
7209,Poggiassai Toscana 2010,Italy,Toscana,Poggio Bonelli,3.9,68,21.51,2010,tinto
7210,Amarone della Valpolicella Classico Vigneto Il Fornetto 2012,Italy,Amarone della Valpolicella Classico,Stefano Accordini,4.6,68,95.53,2012,tinto
7211,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,France,Saint-Émilion Grand Cru,Château Valandraud,4.2,68,170.59,2017,tinto
7212,Barolo 2016,Italy,Barolo,Mauro Veglio,4.1,68,28.27,2016,tinto
7213,Nèprica Cabernet Sauvignon 2017,Italy,Puglia,Tormaresca,3.6,68,8.4,2017,tinto
7214,Pago de los Balagueses Garnacha Tintorera 2016,Spain,Valencia,Vegalfaro,3.9,68,18.84,2016,tinto
7215,Merlot Friuli Aquileia 2018,Italy,Friuli Aquileia,Zonin,3.0,68,6.75,2018,tinto
7216,Re Manfredi Aglianico del Vulture 2016,Italy,Aglianico del Vulture,Terre degli Svevi,4.1,68,12.03,2016,tinto
7217,Rufus Stone Heathcote Shiraz 2018,Australia,Heathcote,Tyrrell's,3.8,68,19.3,2018,tinto
7218,La Villa Langhe Rosso 2008,Italy,Langhe,Elio Altare,4.1,68,60.63,2008,tinto
7219,Vin de Pays Terre de Bussière Principauté d'Orange 2017,France,Vin de Pays,Domaine de la Janasse,3.9,68,10.9,2017,tinto
7220,Grille Midi Fleurie 2017,France,Fleurie,Terres Dorées,3.8,68,22.9,2017,tinto
7221,Grande Toque Rouge 2017,France,Luberon,Marrenon,3.5,68,6.9,2017,tinto
7222,Côtes du Rhône 2018,France,Côtes-du-Rhône,Domaine de Beaurenard,3.9,68,12.9,2018,tinto
7223,Kirschgarten GG Pinot Noir 2014,Germany,Pfalz,Philipp Kuhn,3.9,68,41.49,2014,tinto
7224,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Salvioni,4.5,68,144.53,2015,tinto
7225,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Branaire-Ducru,3.8,68,84.38,2017,tinto
7226,Obvius 2017,Italy,Rosso di Montepulciano,Salcheto,3.4,68,13.9,2017,tinto
7227,Roscaleto Barbera d'Alba 2016,Italy,Barbera d'Alba,Enzo Boglietti,4.0,68,26.9,2016,tinto
7228,Bordeaux (Merlot - Cabernet Sauvignon) 2017,France,Bordeaux,Château La Freynelle,3.3,68,7.45,2017,tinto
7229,Hermitage La Chapelle Rouge 2014,France,Hermitage,Paul Jaboulet Aîné,3.9,68,191.5,2014,tinto
7230,Timeless 2015,South Africa,Stellenbosch,Stellenrust,3.6,68,18.47,2015,tinto
7231,Les Terroirs Corbières 2017,France,Corbières,Calmel & Joseph,3.6,68,7.75,2017,tinto
7232,Doix 2015,Spain,Priorat,Mas Doix,4.3,68,77.88,2015,tinto
7233,Petresco 2012,Italy,Chianti Classico,Cinciole,4.0,68,37.97,2012,tinto
7234,Barbaresco 2016,Italy,Barbaresco,Rivetti Massimo,4.1,68,22.64,2016,tinto
7235,Château Plaisance-Branne Montagne Saint-Émilion 2011,France,Montagne-Saint-Émilion,Château Plaisance,3.7,68,9.65,2011,tinto
7236,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,La Mondotte,4.2,68,164.74,2012,tinto
7237,Vosne-Romanée 'Les Champs Perdrix' 2014,France,Vosne-Romanée,Domaine Bruno Clair,4.3,68,96.5,2014,tinto
7238,Côtes Du Rhône Grande Réserve 2016,France,Côtes-du-Rhône,Pierre Amadieu,3.7,68,10.62,2016,tinto
7239,Bordeaux 2016,France,Bordeaux,Château La Coudraie,3.5,68,7.99,2016,tinto
7240,Grial Carmenère 2015,Chile,Colchagua Valley,Apaltagua,4.0,68,53.5,2015,tinto
7241,5º Tinto 2016,Spain,Tierra de León,Lar de Maía,3.8,68,13.45,2016,tinto
7242,Bandol Rouge 2012,France,Bandol,Lafran-Veyrolles,4.0,68,22.5,2012,tinto
7243,Armano Rosso 2018,Italy,Puglia,Ponte Lungo,3.9,68,8.72,2018,tinto
7244,Vigneto Poggio Doria Brunello di Montalcino 2010,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.2,68,77.5,2010,tinto
7245,Palermo Cabernet Sauvignon 2017,United States,Napa Valley,Orin Swift,4.4,680,53.61,2017,tinto
7246,San Valentín Garnacha 2018,Spain,Catalunya,Torres,4.0,6802,7.36,2018,tinto
7247,Negroamaro I Muri 2018,Italy,Puglia,Vigneti del Salento,3.9,681,4.95,2018,tinto
7248,Chianti Classico 2017,Italy,Chianti Classico,Banfi,3.7,682,11.9,2017,tinto
7249,Sta. Rita Hills Pinot Noir 2014,United States,Sta. Rita Hills,Domaine de la Côte,4.2,682,43.9,2014,tinto
7250,Al Passo Toscana 2015,Italy,Toscana,Tolaini,4.0,682,18.88,2015,tinto
7251,Reserva Duas Quintas Tinto 2015,Portugal,Douro,Ramos Pinto,4.2,682,29.9,2015,tinto
7252,Dão Rótulo Tinto 2016,Portugal,Dão,Niepoort,3.6,682,10.51,2016,tinto
7253,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Fleur Cardinale,4.3,682,48.95,2015,tinto
7254,Campone Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Frescobaldi,4.1,683,36.74,2014,tinto
7255,Margaux (Grand Cru Classé) 2008,France,Margaux,Château Lascombes,3.9,683,64.0,2008,tinto
7256,Manso de Velasco Cabernet Sauvignon 2013,Chile,Curico Valley,Miguel Torres,4.2,684,43.99,2013,tinto
7257,Mythique Languedoc Rouge 2017,France,Languedoc,Val d'Orbieu,3.5,684,6.86,2017,tinto
